start,len,base,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
0,31,0xaaaaaaaa,16,0x00ff00ff,0x80ff00ff,0x80ff00ff,0x80ff00ff,1,1,1
0,31,0xaaaaaaaa,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
0,31,0xaaaaaaaa,18,0x33333333,0xb3333333,0xb3333333,0xb3333333,1,1,1
0,31,0xaaaaaaaa,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
0,31,0xaaaaaaaa,20,0x00000100,0x80000100,0x80000100,0x80000100,1,1,1
0,31,0xaaaaaaaa,21,0x00000400,0x80000400,0x80000400,0x80000400,1,1,1
0,31,0xaaaaaaaa,22,0x40000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,31,0xaaaaaaaa,23,0x20000000,0xa0000000,0xa0000000,0xa0000000,1,1,1
0,31,0xaaaaaaaa,24,0x01234567,0x81234567,0x81234567,0x81234567,1,1,1
0,31,0xaaaaaaaa,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
0,31,0xaaaaaaaa,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
0,31,0xaaaaaaaa,27,0x76543210,0xf6543210,0xf6543210,0xf6543210,1,1,1
0,31,0xaaaaaaaa,28,0x3fffffff,0xbfffffff,0xbfffffff,0xbfffffff,1,1,1
0,31,0xaaaaaaaa,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,31,0xaaaaaaaa,30,0x20202020,0xa0202020,0xa0202020,0xa0202020,1,1,1
0,31,0xaaaaaaaa,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
0,31,0x12345678,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
0,31,0x12345678,1,0xffffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,31,0x12345678,2,0xaaaaaaaa,0x2aaaaaaa,0x2aaaaaaa,0x2aaaaaaa,1,1,1
0,31,0x12345678,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
0,31,0x12345678,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
0,31,0x12345678,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,31,0x12345678,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
0,31,0x12345678,7,0xfffffffe,0x7ffffffe,0x7ffffffe,0x7ffffffe,1,1,1
0,31,0x12345678,8,0xdeadbeef,0x5eadbeef,0x5eadbeef,0x5eadbeef,1,1,1
0,31,0x12345678,9,0xcafebabe,0x4afebabe,0x4afebabe,0x4afebabe,1,1,1
0,31,0x12345678,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
0,31,0x12345678,11,0x87654321,0x07654321,0x07654321,0x07654321,1,1,1
0,31,0x12345678,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
0,31,0x12345678,13,0xff000000,0x7f000000,0x7f000000,0x7f000000,1,1,1
0,31,0x12345678,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
0,31,0x12345678,15,0xf0f0f0f0,0x70f0f0f0,0x70f0f0f0,0x70f0f0f0,1,1,1
0,31,0x12345678,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
0,31,0x12345678,17,0xff00ff00,0x7f00ff00,0x7f00ff00,0x7f00ff00,1,1,1
0,31,0x12345678,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
0,31,0x12345678,19,0xcccccccc,0x4ccccccc,0x4ccccccc,0x4ccccccc,1,1,1
0,31,0x12345678,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
0,31,0x12345678,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
0,31,0x12345678,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
0,31,0x12345678,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
0,31,0x12345678,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
0,31,0x12345678,25,0x89abcdef,0x09abcdef,0x09abcdef,0x09abcdef,1,1,1
0,31,0x12345678,26,0xfedcba98,0x7edcba98,0x7edcba98,0x7edcba98,1,1,1
0,31,0x12345678,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
0,31,0x12345678,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
0,31,0x12345678,29,0xc0000000,0x40000000,0x40000000,0x40000000,1,1,1
0,31,0x12345678,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
0,31,0x12345678,31,0xa5a5a5a5,0x25a5a5a5,0x25a5a5a5,0x25a5a5a5,1,1,1
0,32,0x00000000,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
0,32,0x00000000,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
0,32,0x00000000,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
0,32,0x00000000,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
0,32,0x00000000,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
0,32,0x00000000,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,32,0x00000000,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
0,32,0x00000000,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
0,32,0x00000000,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
0,32,0x00000000,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
0,32,0x00000000,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
0,32,0x00000000,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
0,32,0x00000000,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
0,32,0x00000000,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
0,32,0x00000000,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
0,32,0x00000000,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
0,32,0x00000000,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
0,32,0x00000000,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
0,32,0x00000000,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
0,32,0x00000000,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
0,32,0x00000000,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
0,32,0x00000000,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
0,32,0x00000000,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
0,32,0x00000000,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
0,32,0x00000000,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
0,32,0x00000000,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
0,32,0x00000000,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
0,32,0x00000000,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
0,32,0x00000000,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
0,32,0x00000000,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,32,0x00000000,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
0,32,0x00000000,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
0,32,0xffffffff,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
0,32,0xffffffff,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
0,32,0xffffffff,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
0,32,0xffffffff,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
0,32,0xffffffff,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
0,32,0xffffffff,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,32,0xffffffff,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
0,32,0xffffffff,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
0,32,0xffffffff,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
0,32,0xffffffff,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
0,32,0xffffffff,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
0,32,0xffffffff,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
0,32,0xffffffff,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
0,32,0xffffffff,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
0,32,0xffffffff,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
0,32,0xffffffff,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
0,32,0xffffffff,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
0,32,0xffffffff,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
0,32,0xffffffff,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
0,32,0xffffffff,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
0,32,0xffffffff,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
0,32,0xffffffff,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
0,32,0xffffffff,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
0,32,0xffffffff,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
0,32,0xffffffff,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
0,32,0xffffffff,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
0,32,0xffffffff,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
0,32,0xffffffff,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
0,32,0xffffffff,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
0,32,0xffffffff,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,32,0xffffffff,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
0,32,0xffffffff,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
0,32,0xaaaaaaaa,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
0,32,0xaaaaaaaa,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
0,32,0xaaaaaaaa,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
0,32,0xaaaaaaaa,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
0,32,0xaaaaaaaa,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
0,32,0xaaaaaaaa,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,32,0xaaaaaaaa,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
0,32,0xaaaaaaaa,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
0,32,0xaaaaaaaa,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
0,32,0xaaaaaaaa,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
0,32,0xaaaaaaaa,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
0,32,0xaaaaaaaa,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
0,32,0xaaaaaaaa,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
0,32,0xaaaaaaaa,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
0,32,0xaaaaaaaa,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
0,32,0xaaaaaaaa,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
0,32,0xaaaaaaaa,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
0,32,0xaaaaaaaa,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
0,32,0xaaaaaaaa,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
0,32,0xaaaaaaaa,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
0,32,0xaaaaaaaa,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
0,32,0xaaaaaaaa,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
0,32,0xaaaaaaaa,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
0,32,0xaaaaaaaa,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
0,32,0xaaaaaaaa,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
0,32,0xaaaaaaaa,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
0,32,0xaaaaaaaa,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
0,32,0xaaaaaaaa,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
0,32,0xaaaaaaaa,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
0,32,0xaaaaaaaa,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,32,0xaaaaaaaa,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
0,32,0xaaaaaaaa,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
0,32,0x12345678,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
0,32,0x12345678,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
0,32,0x12345678,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
0,32,0x12345678,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
0,32,0x12345678,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
0,32,0x12345678,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
0,32,0x12345678,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
0,32,0x12345678,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
0,32,0x12345678,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
0,32,0x12345678,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
0,32,0x12345678,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
0,32,0x12345678,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
0,32,0x12345678,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
0,32,0x12345678,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
0,32,0x12345678,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
0,32,0x12345678,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
0,32,0x12345678,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
0,32,0x12345678,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
0,32,0x12345678,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
0,32,0x12345678,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
0,32,0x12345678,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
0,32,0x12345678,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
0,32,0x12345678,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
0,32,0x12345678,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
0,32,0x12345678,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
0,32,0x12345678,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
0,32,0x12345678,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
0,32,0x12345678,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
0,32,0x12345678,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
0,32,0x12345678,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
0,32,0x12345678,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
0,32,0x12345678,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
0,33,0x00000000,0,0x00000000,,0x00000000,0x00000000,,,1
0,33,0x00000000,1,0xffffffff,,0xffffffff,0xffffffff,,,1
0,33,0x00000000,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
0,33,0x00000000,3,0x55555555,,0x55555555,0x55555555,,,1
0,33,0x00000000,4,0x80000000,,0x80000000,0x80000000,,,1
0,33,0x00000000,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
0,33,0x00000000,6,0x00000001,,0x00000001,0x00000001,,,1
0,33,0x00000000,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
0,33,0x00000000,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
0,33,0x00000000,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
0,33,0x00000000,10,0x12345678,,0x12345678,0x12345678,,,1
0,33,0x00000000,11,0x87654321,,0x87654321,0x87654321,,,1
0,33,0x00000000,12,0x000000ff,,0x000000ff,0x000000ff,,,1
0,33,0x00000000,13,0xff000000,,0xff000000,0xff000000,,,1
0,33,0x00000000,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
0,33,0x00000000,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
0,33,0x00000000,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
0,33,0x00000000,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
0,33,0x00000000,18,0x33333333,,0x33333333,0x33333333,,,1
0,33,0x00000000,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
0,33,0x00000000,20,0x00000100,,0x00000100,0x00000100,,,1
0,33,0x00000000,21,0x00000400,,0x00000400,0x00000400,,,1
0,33,0x00000000,22,0x40000000,,0x40000000,0x40000000,,,1
0,33,0x00000000,23,0x20000000,,0x20000000,0x20000000,,,1
0,33,0x00000000,24,0x01234567,,0x01234567,0x01234567,,,1
0,33,0x00000000,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
0,33,0x00000000,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
0,33,0x00000000,27,0x76543210,,0x76543210,0x76543210,,,1
0,33,0x00000000,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
0,33,0x00000000,29,0xc0000000,,0xc0000000,0xc0000000,,,1
0,33,0x00000000,30,0x20202020,,0x20202020,0x20202020,,,1
0,33,0x00000000,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
0,33,0xffffffff,0,0x00000000,,0x00000000,0x00000000,,,1
0,33,0xffffffff,1,0xffffffff,,0xffffffff,0xffffffff,,,1
0,33,0xffffffff,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
0,33,0xffffffff,3,0x55555555,,0x55555555,0x55555555,,,1
0,33,0xffffffff,4,0x80000000,,0x80000000,0x80000000,,,1
0,33,0xffffffff,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
0,33,0xffffffff,6,0x00000001,,0x00000001,0x00000001,,,1
0,33,0xffffffff,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
0,33,0xffffffff,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
0,33,0xffffffff,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
0,33,0xffffffff,10,0x12345678,,0x12345678,0x12345678,,,1
0,33,0xffffffff,11,0x87654321,,0x87654321,0x87654321,,,1
0,33,0xffffffff,12,0x000000ff,,0x000000ff,0x000000ff,,,1
0,33,0xffffffff,13,0xff000000,,0xff000000,0xff000000,,,1
0,33,0xffffffff,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
0,33,0xffffffff,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
0,33,0xffffffff,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
0,33,0xffffffff,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
0,33,0xffffffff,18,0x33333333,,0x33333333,0x33333333,,,1
0,33,0xffffffff,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
0,33,0xffffffff,20,0x00000100,,0x00000100,0x00000100,,,1
0,33,0xffffffff,21,0x00000400,,0x00000400,0x00000400,,,1
0,33,0xffffffff,22,0x40000000,,0x40000000,0x40000000,,,1
0,33,0xffffffff,23,0x20000000,,0x20000000,0x20000000,,,1
0,33,0xffffffff,24,0x01234567,,0x01234567,0x01234567,,,1
0,33,0xffffffff,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
0,33,0xffffffff,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
0,33,0xffffffff,27,0x76543210,,0x76543210,0x76543210,,,1
0,33,0xffffffff,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
0,33,0xffffffff,29,0xc0000000,,0xc0000000,0xc0000000,,,1
0,33,0xffffffff,30,0x20202020,,0x20202020,0x20202020,,,1
0,33,0xffffffff,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
0,33,0xaaaaaaaa,0,0x00000000,,0x00000000,0x00000000,,,1
0,33,0xaaaaaaaa,1,0xffffffff,,0xffffffff,0xffffffff,,,1
0,33,0xaaaaaaaa,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
0,33,0xaaaaaaaa,3,0x55555555,,0x55555555,0x55555555,,,1
0,33,0xaaaaaaaa,4,0x80000000,,0x80000000,0x80000000,,,1
0,33,0xaaaaaaaa,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
0,33,0xaaaaaaaa,6,0x00000001,,0x00000001,0x00000001,,,1
0,33,0xaaaaaaaa,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
0,33,0xaaaaaaaa,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
0,33,0xaaaaaaaa,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
0,33,0xaaaaaaaa,10,0x12345678,,0x12345678,0x12345678,,,1
0,33,0xaaaaaaaa,11,0x87654321,,0x87654321,0x87654321,,,1
0,33,0xaaaaaaaa,12,0x000000ff,,0x000000ff,0x000000ff,,,1
0,33,0xaaaaaaaa,13,0xff000000,,0xff000000,0xff000000,,,1
0,33,0xaaaaaaaa,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
0,33,0xaaaaaaaa,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
0,33,0xaaaaaaaa,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
0,33,0xaaaaaaaa,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
0,33,0xaaaaaaaa,18,0x33333333,,0x33333333,0x33333333,,,1
0,33,0xaaaaaaaa,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
0,33,0xaaaaaaaa,20,0x00000100,,0x00000100,0x00000100,,,1
0,33,0xaaaaaaaa,21,0x00000400,,0x00000400,0x00000400,,,1
0,33,0xaaaaaaaa,22,0x40000000,,0x40000000,0x40000000,,,1
0,33,0xaaaaaaaa,23,0x20000000,,0x20000000,0x20000000,,,1
0,33,0xaaaaaaaa,24,0x01234567,,0x01234567,0x01234567,,,1
0,33,0xaaaaaaaa,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
0,33,0xaaaaaaaa,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
0,33,0xaaaaaaaa,27,0x76543210,,0x76543210,0x76543210,,,1
0,33,0xaaaaaaaa,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
0,33,0xaaaaaaaa,29,0xc0000000,,0xc0000000,0xc0000000,,,1
0,33,0xaaaaaaaa,30,0x20202020,,0x20202020,0x20202020,,,1
0,33,0xaaaaaaaa,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
0,33,0x12345678,0,0x00000000,,0x00000000,0x00000000,,,1
0,33,0x12345678,1,0xffffffff,,0xffffffff,0xffffffff,,,1
0,33,0x12345678,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
0,33,0x12345678,3,0x55555555,,0x55555555,0x55555555,,,1
0,33,0x12345678,4,0x80000000,,0x80000000,0x80000000,,,1
0,33,0x12345678,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
0,33,0x12345678,6,0x00000001,,0x00000001,0x00000001,,,1
0,33,0x12345678,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
0,33,0x12345678,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
0,33,0x12345678,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
0,33,0x12345678,10,0x12345678,,0x12345678,0x12345678,,,1
0,33,0x12345678,11,0x87654321,,0x87654321,0x87654321,,,1
0,33,0x12345678,12,0x000000ff,,0x000000ff,0x000000ff,,,1
0,33,0x12345678,13,0xff000000,,0xff000000,0xff000000,,,1
0,33,0x12345678,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
0,33,0x12345678,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
0,33,0x12345678,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
0,33,0x12345678,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
0,33,0x12345678,18,0x33333333,,0x33333333,0x33333333,,,1
0,33,0x12345678,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
0,33,0x12345678,20,0x00000100,,0x00000100,0x00000100,,,1
0,33,0x12345678,21,0x00000400,,0x00000400,0x00000400,,,1
0,33,0x12345678,22,0x40000000,,0x40000000,0x40000000,,,1
0,33,0x12345678,23,0x20000000,,0x20000000,0x20000000,,,1
0,33,0x12345678,24,0x01234567,,0x01234567,0x01234567,,,1
0,33,0x12345678,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
0,33,0x12345678,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
0,33,0x12345678,27,0x76543210,,0x76543210,0x76543210,,,1
0,33,0x12345678,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
0,33,0x12345678,29,0xc0000000,,0xc0000000,0xc0000000,,,1
0,33,0x12345678,30,0x20202020,,0x20202020,0x20202020,,,1
0,33,0x12345678,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
1,0,0x00000000,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
1,0,0x00000000,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
