variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
u32,23,16,2,0xaaaaaaaa,0x00000155,0x00000155,0x00000155,1,1,1
u32,23,16,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,23,16,4,0x80000000,0x00000100,0x00000100,0x00000100,1,1,1
u32,23,16,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,23,16,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,16,7,0xfffffffe,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,16,8,0xdeadbeef,0x000001bd,0x000001bd,0x000001bd,1,1,1
u32,23,16,9,0xcafebabe,0x00000195,0x00000195,0x00000195,1,1,1
u32,23,16,10,0x12345678,0x00000024,0x00000024,0x00000024,1,1,1
u32,23,16,11,0x87654321,0x0000010e,0x0000010e,0x0000010e,1,1,1
u32,23,16,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,16,13,0xff000000,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,16,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
u32,23,16,15,0xf0f0f0f0,0x000001e1,0x000001e1,0x000001e1,1,1,1
u32,23,16,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,23,16,17,0xff00ff00,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,16,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
u32,23,16,19,0xcccccccc,0x00000199,0x00000199,0x00000199,1,1,1
u32,23,16,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,16,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,16,22,0x40000000,0x00000080,0x00000080,0x00000080,1,1,1
u32,23,16,23,0x20000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,16,24,0x01234567,0x00000002,0x00000002,0x00000002,1,1,1
u32,23,16,25,0x89abcdef,0x00000113,0x00000113,0x00000113,1,1,1
u32,23,16,26,0xfedcba98,0x000001fd,0x000001fd,0x000001fd,1,1,1
u32,23,16,27,0x76543210,0x000000ec,0x000000ec,0x000000ec,1,1,1
u32,23,16,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,23,16,29,0xc0000000,0x00000180,0x00000180,0x00000180,1,1,1
u32,23,16,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,16,31,0xa5a5a5a5,0x0000014b,0x0000014b,0x0000014b,1,1,1
u32,23,23,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,23,1,0xffffffff,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,23,2,0xaaaaaaaa,0x00000155,0x00000155,0x00000155,1,1,1
u32,23,23,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,23,23,4,0x80000000,0x00000100,0x00000100,0x00000100,1,1,1
u32,23,23,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,23,23,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,23,7,0xfffffffe,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,23,8,0xdeadbeef,0x000001bd,0x000001bd,0x000001bd,1,1,1
u32,23,23,9,0xcafebabe,0x00000195,0x00000195,0x00000195,1,1,1
u32,23,23,10,0x12345678,0x00000024,0x00000024,0x00000024,1,1,1
u32,23,23,11,0x87654321,0x0000010e,0x0000010e,0x0000010e,1,1,1
u32,23,23,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,23,13,0xff000000,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,23,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
u32,23,23,15,0xf0f0f0f0,0x000001e1,0x000001e1,0x000001e1,1,1,1
u32,23,23,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,23,23,17,0xff00ff00,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,23,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
u32,23,23,19,0xcccccccc,0x00000199,0x00000199,0x00000199,1,1,1
u32,23,23,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,23,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,23,22,0x40000000,0x00000080,0x00000080,0x00000080,1,1,1
u32,23,23,23,0x20000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,23,24,0x01234567,0x00000002,0x00000002,0x00000002,1,1,1
u32,23,23,25,0x89abcdef,0x00000113,0x00000113,0x00000113,1,1,1
u32,23,23,26,0xfedcba98,0x000001fd,0x000001fd,0x000001fd,1,1,1
u32,23,23,27,0x76543210,0x000000ec,0x000000ec,0x000000ec,1,1,1
u32,23,23,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,23,23,29,0xc0000000,0x00000180,0x00000180,0x00000180,1,1,1
u32,23,23,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,23,31,0xa5a5a5a5,0x0000014b,0x0000014b,0x0000014b,1,1,1
u32,23,24,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,24,1,0xffffffff,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,24,2,0xaaaaaaaa,0x00000155,0x00000155,0x00000155,1,1,1
u32,23,24,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,23,24,4,0x80000000,0x00000100,0x00000100,0x00000100,1,1,1
u32,23,24,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,23,24,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,24,7,0xfffffffe,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,24,8,0xdeadbeef,0x000001bd,0x000001bd,0x000001bd,1,1,1
u32,23,24,9,0xcafebabe,0x00000195,0x00000195,0x00000195,1,1,1
u32,23,24,10,0x12345678,0x00000024,0x00000024,0x00000024,1,1,1
u32,23,24,11,0x87654321,0x0000010e,0x0000010e,0x0000010e,1,1,1
u32,23,24,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,24,13,0xff000000,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,24,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
u32,23,24,15,0xf0f0f0f0,0x000001e1,0x000001e1,0x000001e1,1,1,1
u32,23,24,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,23,24,17,0xff00ff00,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,24,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
u32,23,24,19,0xcccccccc,0x00000199,0x00000199,0x00000199,1,1,1
u32,23,24,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,24,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,24,22,0x40000000,0x00000080,0x00000080,0x00000080,1,1,1
u32,23,24,23,0x20000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,24,24,0x01234567,0x00000002,0x00000002,0x00000002,1,1,1
u32,23,24,25,0x89abcdef,0x00000113,0x00000113,0x00000113,1,1,1
u32,23,24,26,0xfedcba98,0x000001fd,0x000001fd,0x000001fd,1,1,1
u32,23,24,27,0x76543210,0x000000ec,0x000000ec,0x000000ec,1,1,1
u32,23,24,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,23,24,29,0xc0000000,0x00000180,0x00000180,0x00000180,1,1,1
u32,23,24,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,24,31,0xa5a5a5a5,0x0000014b,0x0000014b,0x0000014b,1,1,1
u32,23,31,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,31,1,0xffffffff,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,31,2,0xaaaaaaaa,0x00000155,0x00000155,0x00000155,1,1,1
u32,23,31,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,23,31,4,0x80000000,0x00000100,0x00000100,0x00000100,1,1,1
u32,23,31,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,23,31,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,31,7,0xfffffffe,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,31,8,0xdeadbeef,0x000001bd,0x000001bd,0x000001bd,1,1,1
u32,23,31,9,0xcafebabe,0x00000195,0x00000195,0x00000195,1,1,1
u32,23,31,10,0x12345678,0x00000024,0x00000024,0x00000024,1,1,1
u32,23,31,11,0x87654321,0x0000010e,0x0000010e,0x0000010e,1,1,1
u32,23,31,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,31,13,0xff000000,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,31,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
u32,23,31,15,0xf0f0f0f0,0x000001e1,0x000001e1,0x000001e1,1,1,1
u32,23,31,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,23,31,17,0xff00ff00,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,31,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
u32,23,31,19,0xcccccccc,0x00000199,0x00000199,0x00000199,1,1,1
u32,23,31,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,31,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,31,22,0x40000000,0x00000080,0x00000080,0x00000080,1,1,1
u32,23,31,23,0x20000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,31,24,0x01234567,0x00000002,0x00000002,0x00000002,1,1,1
u32,23,31,25,0x89abcdef,0x00000113,0x00000113,0x00000113,1,1,1
u32,23,31,26,0xfedcba98,0x000001fd,0x000001fd,0x000001fd,1,1,1
u32,23,31,27,0x76543210,0x000000ec,0x000000ec,0x000000ec,1,1,1
u32,23,31,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,23,31,29,0xc0000000,0x00000180,0x00000180,0x00000180,1,1,1
u32,23,31,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,31,31,0xa5a5a5a5,0x0000014b,0x0000014b,0x0000014b,1,1,1
u32,23,32,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,32,1,0xffffffff,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,32,2,0xaaaaaaaa,0x00000155,0x00000155,0x00000155,1,1,1
u32,23,32,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,23,32,4,0x80000000,0x00000100,0x00000100,0x00000100,1,1,1
u32,23,32,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,23,32,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,32,7,0xfffffffe,0x000001ff,0x000001ff,0x000001ff,1,1,1
u32,23,32,8,0xdeadbeef,0x000001bd,0x000001bd,0x000001bd,1,1,1
u32,23,32,9,0xcafebabe,0x00000195,0x00000195,0x00000195,1,1,1
u32,23,32,10,0x12345678,0x00000024,0x00000024,0x00000024,1,1,1
u32,23,32,11,0x87654321,0x0000010e,0x0000010e,0x0000010e,1,1,1
u32,23,32,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,32,13,0xff000000,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,32,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
u32,23,32,15,0xf0f0f0f0,0x000001e1,0x000001e1,0x000001e1,1,1,1
u32,23,32,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,23,32,17,0xff00ff00,0x000001fe,0x000001fe,0x000001fe,1,1,1
u32,23,32,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
u32,23,32,19,0xcccccccc,0x00000199,0x00000199,0x00000199,1,1,1
u32,23,32,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,32,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,23,32,22,0x40000000,0x00000080,0x00000080,0x00000080,1,1,1
u32,23,32,23,0x20000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,32,24,0x01234567,0x00000002,0x00000002,0x00000002,1,1,1
u32,23,32,25,0x89abcdef,0x00000113,0x00000113,0x00000113,1,1,1
u32,23,32,26,0xfedcba98,0x000001fd,0x000001fd,0x000001fd,1,1,1
u32,23,32,27,0x76543210,0x000000ec,0x000000ec,0x000000ec,1,1,1
u32,23,32,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,23,32,29,0xc0000000,0x00000180,0x00000180,0x00000180,1,1,1
u32,23,32,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
u32,23,32,31,0xa5a5a5a5,0x0000014b,0x0000014b,0x0000014b,1,1,1
u32,23,33,0,0x00000000,,0x00000000,0x00000000,,,1
u32,23,33,1,0xffffffff,,0x000001ff,0x000001ff,,,1
u32,23,33,2,0xaaaaaaaa,,0x00000155,0x00000155,,,1
u32,23,33,3,0x55555555,,0x000000aa,0x000000aa,,,1
u32,23,33,4,0x80000000,,0x00000100,0x00000100,,,1
u32,23,33,5,0x7fffffff,,0x000000ff,0x000000ff,,,1
u32,23,33,6,0x00000001,,0x00000000,0x00000000,,,1
u32,23,33,7,0xfffffffe,,0x000001ff,0x000001ff,,,1
u32,23,33,8,0xdeadbeef,,0x000001bd,0x000001bd,,,1
u32,23,33,9,0xcafebabe,,0x00000195,0x00000195,,,1
u32,23,33,10,0x12345678,,0x00000024,0x00000024,,,1
u32,23,33,11,0x87654321,,0x0000010e,0x0000010e,,,1
u32,23,33,12,0x000000ff,,0x00000000,0x00000000,,,1
u32,23,33,13,0xff000000,,0x000001fe,0x000001fe,,,1
u32,23,33,14,0x0f0f0f0f,,0x0000001e,0x0000001e,,,1
u32,23,33,15,0xf0f0f0f0,,0x000001e1,0x000001e1,,,1
u32,23,33,16,0x00ff00ff,,0x00000001,0x00000001,,,1
u32,23,33,17,0xff00ff00,,0x000001fe,0x000001fe,,,1
u32,23,33,18,0x33333333,,0x00000066,0x00000066,,,1
u32,23,33,19,0xcccccccc,,0x00000199,0x00000199,,,1
u32,23,33,20,0x00000100,,0x00000000,0x00000000,,,1
u32,23,33,21,0x00000400,,0x00000000,0x00000000,,,1
u32,23,33,22,0x40000000,,0x00000080,0x00000080,,,1
u32,23,33,23,0x20000000,,0x00000040,0x00000040,,,1
u32,23,33,24,0x01234567,,0x00000002,0x00000002,,,1
u32,23,33,25,0x89abcdef,,0x00000113,0x00000113,,,1
u32,23,33,26,0xfedcba98,,0x000001fd,0x000001fd,,,1
u32,23,33,27,0x76543210,,0x000000ec,0x000000ec,,,1
u32,23,33,28,0x3fffffff,,0x0000007f,0x0000007f,,,1
u32,23,33,29,0xc0000000,,0x00000180,0x00000180,,,1
u32,23,33,30,0x20202020,,0x00000040,0x00000040,,,1
u32,23,33,31,0xa5a5a5a5,,0x0000014b,0x0000014b,,,1
u32,24,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,1,0xffffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,3,0x55555555,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,5,0x7fffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,7,0xfffffffe,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,11,0x87654321,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,13,0xff000000,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,14,0x0f0f0f0f,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,17,0xff00ff00,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,18,0x33333333,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,24,0x01234567,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,25,0x89abcdef,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,28,0x3fffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,1,31,0xa5a5a5a5,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,1,0xffffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,2,0xaaaaaaaa,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,3,0x55555555,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,5,0x7fffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,7,0xfffffffe,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,8,0xdeadbeef,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,9,0xcafebabe,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,10,0x12345678,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,11,0x87654321,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,13,0xff000000,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,14,0x0f0f0f0f,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,17,0xff00ff00,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,18,0x33333333,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,24,0x01234567,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,2,25,0x89abcdef,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,2,26,0xfedcba98,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,27,0x76543210,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,2,28,0x3fffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,2,31,0xa5a5a5a5,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,1,0xffffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,2,0xaaaaaaaa,0x0000000a,0x0000000a,0x0000000a,1,1,1
u32,24,4,3,0x55555555,0x00000005,0x00000005,0x00000005,1,1,1
u32,24,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,5,0x7fffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,7,0xfffffffe,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,8,0xdeadbeef,0x0000000e,0x0000000e,0x0000000e,1,1,1
u32,24,4,9,0xcafebabe,0x0000000a,0x0000000a,0x0000000a,1,1,1
u32,24,4,10,0x12345678,0x00000002,0x00000002,0x00000002,1,1,1
u32,24,4,11,0x87654321,0x00000007,0x00000007,0x00000007,1,1,1
u32,24,4,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,13,0xff000000,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,17,0xff00ff00,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,18,0x33333333,0x00000003,0x00000003,0x00000003,1,1,1
u32,24,4,19,0xcccccccc,0x0000000c,0x0000000c,0x0000000c,1,1,1
u32,24,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,24,0x01234567,0x00000001,0x00000001,0x00000001,1,1,1
u32,24,4,25,0x89abcdef,0x00000009,0x00000009,0x00000009,1,1,1
u32,24,4,26,0xfedcba98,0x0000000e,0x0000000e,0x0000000e,1,1,1
u32,24,4,27,0x76543210,0x00000006,0x00000006,0x00000006,1,1,1
u32,24,4,28,0x3fffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,4,31,0xa5a5a5a5,0x00000005,0x00000005,0x00000005,1,1,1
u32,24,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,1,0xffffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,24,7,2,0xaaaaaaaa,0x0000002a,0x0000002a,0x0000002a,1,1,1
u32,24,7,3,0x55555555,0x00000055,0x00000055,0x00000055,1,1,1
u32,24,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,5,0x7fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,24,7,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,7,0xfffffffe,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,24,7,8,0xdeadbeef,0x0000005e,0x0000005e,0x0000005e,1,1,1
u32,24,7,9,0xcafebabe,0x0000004a,0x0000004a,0x0000004a,1,1,1
u32,24,7,10,0x12345678,0x00000012,0x00000012,0x00000012,1,1,1
u32,24,7,11,0x87654321,0x00000007,0x00000007,0x00000007,1,1,1
u32,24,7,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,13,0xff000000,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,24,7,14,0x0f0f0f0f,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,24,7,15,0xf0f0f0f0,0x00000070,0x00000070,0x00000070,1,1,1
u32,24,7,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,17,0xff00ff00,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,24,7,18,0x33333333,0x00000033,0x00000033,0x00000033,1,1,1
u32,24,7,19,0xcccccccc,0x0000004c,0x0000004c,0x0000004c,1,1,1
u32,24,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,24,7,22,0x40000000,0x00000040,0x00000040,0x00000040,1,1,1
u32,24,7,23,0x20000000,0x00000020,0x00000020,0x00000020,1,1,1
u32,24,7,24,0x01234567,0x00000001,0x00000001,0x00000001,1,1,1
